video, label, start, end
5987128146850270993.mp4,1497,1561.28,1563.28
6057224590084536212.mp4,1497,853.12,855.12
5347743237429772991.mp4,1515,1708.32,1710.32
5741065175470233333.mp4,1523,2160.48,2162.48
5976836975695491321.mp4,1523,843.36,845.36
5981194649513989234.mp4,1523,1384.32,1386.32
5987128146850270993.mp4,1523,2294.56,2296.56
5968674390349438092.mp4,1533,1710.4,1712.4
6080371027836117437.mp4,1533,1594.88,1596.88
5978586745371856377.mp4,1536,1277.28,1279.28
5984629764357334130.mp4,1536,3471.52,3473.52
5987128146850270993.mp4,1536,129.76,131.76
6130002381435360413.mp4,1536,2109.44,2111.44
5938590721421337484.mp4,1606,3241.76,3243.76
6042097715268007599.mp4,1606,1221.12,1223.12
6075175835394898118.mp4,1606,1668.16,1670.16
6192418134654186022.mp4,1606,472.64,474.64
6192418134654186022.mp4,1606,1692.16,1694.16
5839441401393227961.mp4,1617,1358.88,1360.88
6163019942506499968.mp4,1617,294.72,296.72
6163019942506499968.mp4,1617,3387.2,3389.2
6039503984517950616.mp4,1619,1060.8,1062.8
5868083249800018562.mp4,1635,2251.84,2253.84
6038411344837848200.mp4,1635,2438.4,2440.4
6093359008939233535.mp4,1635,2074.88,2076.88
6101151797601104589.mp4,1635,1614.4,1616.4
5899635797543341354.mp4,1636,1077.44,1079.44
6135182111994337249.mp4,1639,873.6,875.6
6048813326132043329.mp4,1663,3019.36,3021.36
6003428836211947953.mp4,1668,3123.68,3125.68
6003428836211947953.mp4,1668,3123.68,3125.68
6039029820128472211.mp4,1668,925.44,927.44
6044374477431618875.mp4,1668,1127.52,1129.52
6044374477431618875.mp4,1668,2840.16,2842.16
6075175835394898118.mp4,1668,2592.96,2594.96
6082968624056740864.mp4,1671,1051.36,1053.36
6093359008939233535.mp4,1671,724.64,726.64
6112569109164110541.mp4,1671,1224.64,1226.64
6137019498986707547.mp4,1671,87.2,89.2
6137019498986707547.mp4,1671,1290.56,1292.56
6146657405598945287.mp4,1674,1390.4,1392.4
6170770210992139357.mp4,1674,3145.44,3147.44
6210527864274592497.mp4,1674,1117.44,1119.44
5968206668410902037.mp4,1679,291.84,293.84
5994152995342765421.mp4,1679,2469.12,2471.12
6040984459744884368.mp4,1679,2346.72,2348.72
5889245412660869847.mp4,1693,196.32,198.32
5928209355970165142.mp4,1693,427.36,429.36
5930806952190789095.mp4,1693,1713.76,1715.76
6137029806925077386.mp4,1693,125.76,127.76
6137029806925077386.mp4,1693,3112.96,3114.96
6175627819020778713.mp4,1693,3121.44,3123.44
6393097904596244915.mp4,1693,3355.36,3357.36
6163094674937450436.mp4,1705,2391.04,2393.04
6163836845286199328.mp4,1705,1443.84,1445.84
5636786376830680426.mp4,1730,1409.92,1411.92
5878855027778367657.mp4,1730,193.6,195.6
6059960054755339099.mp4,1730,2616.0,2618.0
6307725121649871137.mp4,1730,743.36,745.36
6124055999197204899.mp4,1758,957.6,959.6
6124055999197204899.mp4,1758,1932.48,1934.48
6124055999197204899.mp4,1758,3430.72,3432.72
6150015211030959641.mp4,1758,2239.04,2241.04
6238721318095730641.mp4,1758,2084.32,2086.32
6090266632486107544.mp4,1767,2100.8,2102.8
5717338917133656923.mp4,1801,3308.16,3310.16
6054008518573288978.mp4,1841,392.32,394.32
6067737381534952009.mp4,1841,337.44,339.44
6067737381534952009.mp4,1841,2079.84,2081.84
6067737381534952009.mp4,1841,2116.96,2118.96
6221249391118767531.mp4,1841,959.52,961.52
6112190293048603673.mp4,1850,1169.12,1171.12
5584651486014459172.mp4,1852,538.4,540.4
5623044628136917355.mp4,1864,1616.96,1618.96
6013548638154763075.mp4,1864,1847.2,1849.2
6175627819020778713.mp4,1864,1781.44,1783.44
6393097904596244915.mp4,1871,2987.52,2989.52
5638628916970436892.mp4,1876,2650.72,2652.72
6274706272088545077.mp4,1876,1515.84,1517.84
6280273838194350590.mp4,1876,1312.64,1314.64
5248649323297665122.mp4,1885,3197.6,3199.6
5274286412584231578.mp4,1885,1368.0,1370.0
5311758284254915435.mp4,1885,455.2,457.2
5397829428036548943.mp4,1885,2255.04,2257.04
6137029806925077386.mp4,1885,1009.6,1011.6
5636786376830680426.mp4,1888,610.72,612.72
5663538009312570991.mp4,1888,172.32,174.32
5748882445445672062.mp4,1888,673.6,675.6
6130002381435360413.mp4,1888,582.56,584.56
6213124172005024795.mp4,1890,801.12,803.12
6213124172005024795.mp4,1890,2638.56,2640.56
6316271677089053353.mp4,1890,226.56,228.56
6056606114793912191.mp4,1891,1911.04,1913.04
6149999749148694040.mp4,1891,767.36,769.36
6213124172005024795.mp4,1891,801.6,803.6
6213124172005024795.mp4,1891,2643.84,2645.84
5382232255131335438.mp4,1898,1264.96,1266.96
5579657298009445022.mp4,1898,624.8,626.8
6069853082441786018.mp4,1898,1943.04,1945.04
6150015211030959641.mp4,1937,213.6,215.6
6163019942506499968.mp4,1937,2637.76,2639.76
6221249391118767531.mp4,1954,1417.76,1419.76
6221249391118767531.mp4,1954,2458.88,2460.88
5615786562936626667.mp4,1978,1003.52,1005.52
5615786562936626667.mp4,1978,1046.72,1048.72
5994152995342765421.mp4,1978,2999.68,3001.68
6075545632079083725.mp4,1978,317.44,319.44
6146657405598945287.mp4,1978,1888.16,1890.16
6175627819020778713.mp4,1998,1773.12,1775.12
6150015211030959641.mp4,2009,2713.44,2715.44
6150015211030959641.mp4,2009,2726.24,2728.24
6150015211030959641.mp4,2009,2772.16,2774.16
6112190293048603673.mp4,2010,926.88,928.88
6112190293048603673.mp4,2010,927.04,929.04
6112190293048603673.mp4,2010,1046.88,1048.88
6112190293048603673.mp4,2010,1084.8,1086.8
6112190293048603673.mp4,2010,2513.12,2515.12
6126670345790285122.mp4,2010,1855.84,1857.84
6344090180248373557.mp4,2011,3300.0,3302.0
6054764862314114588.mp4,2032,1255.52,1257.52
6104397504386739175.mp4,2032,2043.68,2045.68
6104397504386739175.mp4,2032,2213.44,2215.44
6104397504386739175.mp4,2032,3262.88,3264.88
6104397504386739175.mp4,2032,3262.88,3264.88
6150015211030959641.mp4,2032,2411.68,2413.68
6210527864274592497.mp4,2032,812.64,814.64
6684017084894021610.mp4,2032,741.12,743.12
5904830989984586482.mp4,2034,2744.0,2746.0
6092886133039997522.mp4,2073,3688.64,3690.64
6180422290996445654.mp4,2073,2145.76,2147.76
6192418134654186022.mp4,2073,153.92,155.92
6022837363925840486.mp4,2103,3036.32,3038.32
6112190293048603673.mp4,2103,2573.28,2575.28
6134436076158161360.mp4,2103,586.24,588.24
6150015211030959641.mp4,2103,2287.04,2289.04
6316271677089053353.mp4,2103,1350.56,1352.56
6093359008939233535.mp4,2108,2364.0,2366.0
6039179284990373014.mp4,2116,2816.48,2818.48
6040984459744884368.mp4,2116,660.16,662.16
6040984459744884368.mp4,2116,1722.56,1724.56
6054764862314114588.mp4,2116,2091.84,2093.84
6132581938793338269.mp4,2116,3375.2,3377.2
5933404548411412231.mp4,2141,1260.32,1262.32
6012346476808612535.mp4,2141,1075.2,1077.2
6068109755199511915.mp4,2141,2180.16,2182.16
5447209526862334484.mp4,2167,2775.68,2777.68
5448688713599077115.mp4,2167,1488.32,1490.32
5931805532087110849.mp4,2167,1167.2,1169.2
5964490662706398808.mp4,2167,2340.16,2342.16
6213124172005024795.mp4,2167,3258.56,3260.56
5734725803741327766.mp4,2201,2544.96,2546.96
5741065175470233333.mp4,2201,1664.0,1666.0
5882438318993424021.mp4,2201,1434.72,1436.72
5982356867664289477.mp4,2201,1169.6,1171.6
6038782430012222607.mp4,2201,505.76,507.76
6038782430012222607.mp4,2201,1542.24,1544.24
5660516499807599921.mp4,2206,3020.0,3022.0
6059960054755339099.mp4,2235,2648.96,2650.96
6030505169039365165.mp4,2242,694.56,696.56
5638305505945298544.mp4,2248,1610.72,1612.72
5638305505945298544.mp4,2248,1805.76,1807.76
5638305505945298544.mp4,2248,1839.04,1841.04
5915128603573543065.mp4,2248,2349.44,2351.44
5960416456729465325.mp4,2248,36.64,38.64
6093359008939233535.mp4,2250,1172.32,1174.32
5927864040620594841.mp4,2278,1561.76,1563.76
6009752746058552747.mp4,2278,2031.84,2033.84
6160397864972290760.mp4,2278,1761.12,1763.12
6240206947266569588.mp4,2299,3265.76,3267.76
5967188761161748740.mp4,2308,2501.92,2503.92
5715124002499106075.mp4,2323,417.12,419.12
5974239379474869334.mp4,2323,1689.28,1691.28
6010590264681275644.mp4,2323,3265.76,3267.76
6069479420270209995.mp4,2323,2264.32,2266.32
6095090739752978788.mp4,2323,761.76,763.76
6307725121649871137.mp4,2328,1765.92,1767.92
5953088813025698897.mp4,2378,481.76,483.76
6030505169039365165.mp4,2378,979.04,981.04
6143345985830576070.mp4,2378,940.96,942.96
6316271677089053353.mp4,2379,800.64,802.64
6393097904596244915.mp4,2391,1348.32,1350.32
6066996499676388434.mp4,2407,343.04,345.04
6274706272088545077.mp4,2407,586.08,588.08
6280273838194350590.mp4,2407,1019.2,1021.2
5695812111549373490.mp4,2412,639.36,641.36
5433126328280800381.mp4,2424,1278.24,1280.24
6143835612106510046.mp4,2424,654.24,656.24
5699503635940288750.mp4,2437,1580.16,1582.16
5755185739449295498.mp4,2437,1456.48,1458.48
6092886133039997522.mp4,2437,3902.72,3904.72
6044374477431618875.mp4,2440,1168.96,1170.96
5698055372968079741.mp4,2464,2043.68,2045.68
5716626382059250449.mp4,2464,157.76,159.76
5890234973125867629.mp4,2464,1084.48,1086.48
5997602283578188959.mp4,2473,319.52,321.52
6033968630666861125.mp4,2473,1198.56,1200.56
5712152744123731214.mp4,2474,3027.52,3029.52
5881451335508801832.mp4,2474,85.92,87.92
6274706272088545077.mp4,2474,1168.64,1170.64
6280273838194350590.mp4,2474,1769.92,1771.92
6213124172005024795.mp4,2486,636.16,638.16
6090266632486107544.mp4,2504,1988.48,1990.48
6090266632486107544.mp4,2504,1988.48,1990.48
6134795564920836591.mp4,2504,2163.52,2165.52
6165692271158077149.mp4,2504,1620.16,1622.16
6129239595226754704.mp4,2513,976.8,978.8
5839906546351331537.mp4,2515,261.92,263.92
5947893620584452247.mp4,2515,1875.68,1877.68
5947893620584452247.mp4,2515,1935.52,1937.52
6143345985830576070.mp4,2515,2930.88,2932.88
6022837363925840486.mp4,2519,2444.64,2446.64
6022837363925840486.mp4,2519,3125.92,3127.92
6022837363925840486.mp4,2519,3286.56,3288.56
5397829428036548943.mp4,2526,1382.88,1384.88
5709914636665810595.mp4,2526,1609.76,1611.76
5099091689273058848.mp4,2532,884.32,886.32
6033957034255161924.mp4,2536,239.2,241.2
5509480968366640616.mp4,2537,780.16,782.16
5516943904370384068.mp4,2537,985.76,987.76
5516943904370384068.mp4,2537,985.76,987.76
5472398220732976515.mp4,2539,1508.48,1510.48
5667621234720878718.mp4,2542,1143.68,1145.68
5667621234720878718.mp4,2542,2470.24,2472.24
5390044370328080304.mp4,2549,419.04,421.04
6010497493387756197.mp4,2549,1810.24,1812.24
6165692271158077149.mp4,2549,1468.8,1470.8
6150767689301286778.mp4,2585,259.84,261.84
6165614961746744419.mp4,2585,1376.48,1378.48
6160397864972290760.mp4,2603,550.72,552.72
6163836845286199328.mp4,2615,951.36,953.36
6010497493387756197.mp4,2626,1948.64,1950.64
5881451335508801832.mp4,2658,113.76,115.76
5904461193300402199.mp4,2658,1112.32,1114.32
6163836845286199328.mp4,2658,692.0,694.0
6163836845286199328.mp4,2658,692.0,694.0
6240206947266569588.mp4,2658,2484.16,2486.16
5839441401393227961.mp4,2665,2226.88,2228.88
5930806952190789095.mp4,2682,2010.24,2012.24
6044374477431618875.mp4,2682,76.48,78.48
6221249391118767531.mp4,2682,3583.2,3585.2
6124055999197204899.mp4,2690,296.48,298.48
6150015211030959641.mp4,2690,82.72,84.72
6307725121649871137.mp4,2690,1091.52,1093.52
5987128146850270993.mp4,2693,2260.64,2262.64
6130002381435360413.mp4,2693,2264.32,2266.32
6280273838194350590.mp4,2693,621.92,623.92
6137029806925077386.mp4,2704,1920.96,1922.96
6137029806925077386.mp4,2704,1959.68,1961.68
6137029806925077386.mp4,2704,2111.36,2113.36
6137029806925077386.mp4,2704,2111.36,2113.36
6137029806925077386.mp4,2704,2138.08,2140.08
6137029806925077386.mp4,2704,2255.36,2257.36
6137029806925077386.mp4,2704,2444.96,2446.96
6137029806925077386.mp4,2704,2461.28,2463.28
6137029806925077386.mp4,2704,3347.84,3349.84
6066996499676388434.mp4,2705,2057.76,2059.76
5099449889545545450.mp4,2710,4440.16,4442.16
6163094674937450436.mp4,2710,343.52,345.52
6163094674937450436.mp4,2710,349.28,351.28
6163094674937450436.mp4,2710,356.32,358.32
5403403436593300594.mp4,2712,1739.84,1741.84
5460504167800154072.mp4,2712,145.28,147.28
5475748295223859697.mp4,2712,2382.56,2384.56
5618382870667058907.mp4,2712,369.44,371.44
5618382870667058907.mp4,2712,399.84,401.84
5618382870667058907.mp4,2712,399.84,401.84
5618382870667058907.mp4,2712,409.6,411.6
5351429608677881005.mp4,2718,3251.52,3253.52
5351429608677881005.mp4,2718,3321.28,3323.28
5365529556813920279.mp4,2718,581.44,583.44
6129252480128642705.mp4,2718,815.36,817.36
6238721318095730641.mp4,2723,1476.0,1478.0
5745863512933306212.mp4,2727,993.12,995.12
5839906546351331537.mp4,2727,78.72,80.72
5839906546351331537.mp4,2727,106.88,108.88
5839906546351331537.mp4,2727,162.56,164.56
5839906546351331537.mp4,2727,191.36,193.36
6238721318095730641.mp4,2727,282.08,284.08
5667621234720878718.mp4,2735,3181.92,3183.92
5717338917133656923.mp4,2735,2156.64,2158.64
5749222606855512984.mp4,2735,1858.4,1860.4
5940831405859662342.mp4,2761,624.0,626.0
6280273838194350590.mp4,2761,2032.48,2034.48
6280273838194350590.mp4,2761,2288.96,2290.96
5599288734525993317.mp4,2782,570.72,572.72
5703222218625177004.mp4,2782,519.36,521.36
5720705741996994585.mp4,2782,892.64,894.64
5890234973125867629.mp4,2782,3138.08,3140.08
5987128146850270993.mp4,2782,1753.12,1755.12
6051288515784730398.mp4,2782,310.56,312.56
5953088813025698897.mp4,2805,1561.28,1563.28
5976836975695491321.mp4,2805,2776.96,2778.96
6054008518573288978.mp4,2805,3362.24,3364.24
6210527864274592497.mp4,2805,2376.0,2378.0
6280273838194350590.mp4,2805,1164.96,1166.96
6039029820128472211.mp4,2823,248.8,250.8
5685054506963104654.mp4,2824,1330.56,1332.56
5717003909696832354.mp4,2824,605.12,607.12
5987128146850270993.mp4,2824,1510.72,1512.72
6020996111446042907.mp4,2824,1364.0,1366.0
6190833291721960827.mp4,2824,2256.96,2258.96
6066996499676388434.mp4,2831,2723.52,2725.52
6016146234375385889.mp4,2835,493.44,495.44
6149999749148694040.mp4,2855,2431.68,2433.68
6053893842946485773.mp4,2857,2822.08,2824.08
6074687497613342840.mp4,2857,258.72,260.72
5901398452121687706.mp4,2859,1944.8,1946.8
5647170318431998655.mp4,2863,1112.32,1114.32
5647170318431998655.mp4,2863,1528.8,1530.8
5900642108380793761.mp4,2863,1557.28,1559.28
6135550620171476701.mp4,2863,1503.52,1505.52
6316271677089053353.mp4,2863,2206.72,2208.72
5839441401393227961.mp4,2871,135.04,137.04
6244402271342356466.mp4,2871,1342.08,1344.08
6316271677089053353.mp4,2874,1702.72,1704.72
5641971260520186373.mp4,2883,425.28,427.28
5881451335508801832.mp4,2883,507.2,509.2
5881451335508801832.mp4,2883,524.64,526.64
5976836975695491321.mp4,2883,129.76,131.76
6057224590084536212.mp4,2883,1523.04,1525.04
6160397864972290760.mp4,2883,461.6,463.6
6316271677089053353.mp4,2888,2374.24,2376.24
6069479420270209995.mp4,2891,1460.0,1462.0
5981534810923832438.mp4,2897,2611.2,2613.2
6098083902461564730.mp4,2897,2828.0,2830.0
6010126408213381884.mp4,2906,2859.68,2861.68
6150767689301286778.mp4,2906,1312.0,1314.0
5591887646881516523.mp4,2911,259.84,261.84
5591887646881516523.mp4,2911,1021.28,1023.28
5591887646881516523.mp4,2911,2028.96,2030.96
5638305505945298544.mp4,2911,2215.04,2217.04
6036554630475785472.mp4,2911,467.36,469.36
6144796825766312791.mp4,2914,347.52,349.52
5615634521061124137.mp4,2918,2522.72,2524.72
5702111540082426621.mp4,2918,1895.36,1897.36
5933404548411412231.mp4,2918,185.92,187.92
5946407991396794280.mp4,2918,862.72,864.72
6067737381534952009.mp4,2918,322.24,324.24
6020996111446042907.mp4,2938,1564.8,1566.8
6064277785378015921.mp4,2938,3111.04,3113.04
6132581938793338269.mp4,2938,3201.28,3203.28
5444608064340942491.mp4,2942,2086.72,2088.72
5933404548411412231.mp4,2942,1260.0,1262.0
6316271677089053353.mp4,2943,1695.84,1697.84
5999694791644802333.mp4,2955,1334.56,1336.56
5839441401393227961.mp4,2967,3377.44,3379.44
6041726630093633186.mp4,2967,731.36,733.36
6092886133039997522.mp4,2967,4356.96,4358.96
6196771943002142813.mp4,2967,2408.96,2410.96
6054008518573288978.mp4,2978,2659.84,2661.84
6039503984517950616.mp4,2979,1390.88,1392.88
6047042940633659558.mp4,2979,257.92,259.92
6093359008939233535.mp4,2979,2686.88,2688.88
6165614961746744419.mp4,2979,1139.68,1141.68
6175627819020778713.mp4,2979,3258.88,3260.88
5938590721421337484.mp4,2988,3461.6,3463.6
5550735848061855448.mp4,2989,2376.32,2378.32
6137029806925077386.mp4,2997,465.44,467.44
6160497078716828733.mp4,2997,2111.52,2113.52
6150767689301286778.mp4,3000,1630.24,1632.24
6150767689301286778.mp4,3000,1630.24,1632.24
6150767689301286778.mp4,3000,1636.48,1638.48
6150767689301286778.mp4,3000,1714.88,1716.88
5774112371857472857.mp4,3003,860.48,862.48
5941212798955546811.mp4,3003,2420.16,2422.16
5981165014239646832.mp4,3003,1101.6,1103.6
6080371027836117437.mp4,3003,2431.04,2433.04
6080371027836117437.mp4,3003,2469.76,2471.76
6254687000025154999.mp4,3003,1914.08,1916.08
6254687000025154999.mp4,3003,2912.48,2914.48
6316271677089053353.mp4,3003,1679.68,1681.68
6280273838194350590.mp4,3007,198.24,200.24
6280273838194350590.mp4,3007,239.68,241.68
6280273838194350590.mp4,3007,524.0,526.0
5921400973812538995.mp4,3009,2193.76,2195.76
6093359008939233535.mp4,3020,1028.16,1030.16
6093359008939233535.mp4,3020,1066.72,1068.72
6056992661850552208.mp4,3030,835.04,837.04
6044374477431618875.mp4,3031,2238.24,2240.24
6112553647298626702.mp4,3031,2481.12,2483.12
6137019498986707547.mp4,3031,371.52,373.52
6137019498986707547.mp4,3031,371.52,373.52
5657918903586977289.mp4,3039,2344.32,2346.32
5963020495400977927.mp4,3041,627.2,629.2
6038782430012222607.mp4,3041,1857.76,1859.76
6244402271342356466.mp4,3041,1293.6,1295.6
6244402271342356466.mp4,3041,1306.24,1308.24
6033984092549126726.mp4,3042,1750.56,1752.56
6056506901049374579.mp4,3042,938.56,940.56
6196771943002142813.mp4,3060,2234.56,2236.56
6238721318095730641.mp4,3060,594.08,596.08
6238721318095730641.mp4,3060,594.08,596.08
6238721318095730641.mp4,3060,770.24,772.24
6010126408213381884.mp4,3063,877.12,879.12
6112190293048603673.mp4,3063,2494.56,2496.56
6150767689301286778.mp4,3063,2699.68,2701.68
6022837363925840486.mp4,3069,58.88,60.88
6129605526440376534.mp4,3069,148.96,150.96
5215254233754115230.mp4,3071,291.2,293.2
5320261030180602178.mp4,3071,140.48,142.48
5516943904370384068.mp4,3071,2576.8,2578.8
6041355544919258779.mp4,3079,274.88,276.88
6157440780005862782.mp4,3079,1758.88,1760.88
6238721318095730641.mp4,3084,3086.4,3088.4
6238721318095730641.mp4,3084,3120.32,3122.32
6238721318095730641.mp4,3084,3148.32,3150.32
5743670502631992259.mp4,3087,2631.68,2633.68
5885053954076688995.mp4,3087,434.08,436.08
6238721318095730641.mp4,3094,599.52,601.52
6238721318095730641.mp4,3094,770.24,772.24
5667956242157708522.mp4,3097,2913.6,2915.6
5896668404638532995.mp4,3097,416.96,418.96
5912531007352921763.mp4,3097,2587.36,2589.36
6129252480128642705.mp4,3099,270.56,272.56
6137029806925077386.mp4,3099,2669.92,2671.92
5894440605102082849.mp4,3108,1136.8,1138.8
5927864040620594841.mp4,3108,277.44,279.44
5930090551666841857.mp4,3108,560.48,562.48
6023593707666665811.mp4,3108,793.12,795.12
6111051267721630253.mp4,3108,2175.04,2177.04
6129605526440376534.mp4,3108,1724.96,1726.96
6134795564920836591.mp4,3108,2290.08,2292.08
5927864040620594841.mp4,3109,522.4,524.4
6023236795905383376.mp4,3109,1083.84,1085.84
6173393577016537621.mp4,3109,2231.2,2233.2
5647178049373131456.mp4,3140,2648.64,2650.64
5704362532442265204.mp4,3140,752.64,754.64
5967188761161748740.mp4,3140,1650.56,1652.56
6009752746058552747.mp4,3140,1791.04,1793.04
6044374477431618875.mp4,3140,2722.56,2724.56
6132195391719837984.mp4,3140,3260.16,3262.16
6010126408213381884.mp4,3152,3005.12,3007.12
6059100631799409485.mp4,3160,1119.36,1121.36
6059100631799409485.mp4,3160,1132.0,1134.0
6059100631799409485.mp4,3160,1139.68,1141.68
6059960054755339099.mp4,3160,1899.04,1901.04
6059960054755339099.mp4,3160,1913.76,1915.76
6059960054755339099.mp4,3160,1969.76,1971.76
6067737381534952009.mp4,3160,770.72,772.72
6092886133039997522.mp4,3163,648.8,650.8
6104397504386739175.mp4,3163,2105.6,2107.6
6129252480128642705.mp4,3163,3334.56,3336.56
5921437051537909155.mp4,3172,1388.32,1390.32
5987128146850270993.mp4,3172,82.56,84.56
5997602283578188959.mp4,3172,774.24,776.24
6033957034255161924.mp4,3172,2520.8,2522.8
6034329407919725148.mp4,3172,1820.8,1822.8
6104397504386739175.mp4,3172,2824.8,2826.8
6134795564920836591.mp4,3172,2618.08,2620.08
6240206947266569588.mp4,3173,1339.84,1341.84
6040984459744884368.mp4,3174,2368.48,2370.48
6244402271342356466.mp4,3174,1452.48,1454.48
6244402271342356466.mp4,3174,1605.44,1607.44
5984533127610027195.mp4,3175,3366.24,3368.24
5999344322313448717.mp4,3175,2423.36,2425.36
6039029820128472211.mp4,3175,2626.56,2628.56
6039179284990373014.mp4,3175,1278.4,1280.4
6173393577016537621.mp4,3175,1521.28,1523.28
6040984459744884368.mp4,3180,915.68,917.68
6044374477431618875.mp4,3180,1292.64,1294.64
6056606114793912191.mp4,3180,2601.76,2603.76
6062542189093698913.mp4,3180,3212.64,3214.64
6190833291721960827.mp4,3187,2330.56,2332.56
6190833291721960827.mp4,3187,2497.28,2499.28
5613802288012648068.mp4,3193,2463.04,2465.04
5946407991396794280.mp4,3193,865.28,867.28
6067737381534952009.mp4,3193,326.72,328.72
6111051267721630253.mp4,3200,338.08,340.08
6213124172005024795.mp4,3200,2722.56,2724.56
5735846790205583821.mp4,3204,2498.88,2500.88
5741065175470233333.mp4,3204,3338.88,3340.88
5925485487711039890.mp4,3204,806.56,808.56
6005660501218950370.mp4,3204,2086.24,2088.24
6135550620171476701.mp4,3204,3314.4,3316.4
6210527864274592497.mp4,3204,1887.84,1889.84
6210527864274592497.mp4,3204,2213.12,2215.12
5921400973812538995.mp4,3206,870.24,872.24
6053893842946485773.mp4,3206,1955.04,1957.04
6066996499676388434.mp4,3206,1189.76,1191.76
6175627819020778713.mp4,3206,3285.6,3287.6
6180422290996445654.mp4,3206,504.64,506.64
5896668404638532995.mp4,3207,999.2,1001.2
6041355544919258779.mp4,3207,782.88,784.88
6041355544919258779.mp4,3207,782.88,784.88
6127127759807312359.mp4,3207,1093.12,1095.12
6135550620171476701.mp4,3212,639.36,641.36
6316271677089053353.mp4,3212,2571.52,2573.52
5631200771031997981.mp4,3218,1400.48,1402.48
5636786376830680426.mp4,3223,1323.52,1325.52
5774112371857472857.mp4,3223,43.68,45.68
5904461193300402199.mp4,3223,992.0,994.0
6116270941476465914.mp4,3223,2440.32,2442.32
5881451335508801832.mp4,3228,854.24,856.24
